0	0	0
0	0	0
0	0	0
28319	5	49
39611	4	29
38617	3	5
285965	25	159
130988	16	137
1994589	2481	3587
155966	26	279
135982	21	182
12741	12	178
1011547	54	96
213974	19	185
404816	29	851
58648	7	67
382534	88	975
294378	13	825
60707	10	164
7000	3	4
9121	5	37
6117	8	279
461835	72	553
199570	40	982
224779	15	449
71509	5	40
104930	4	63
57106	3	13
78104	10	119
265728	26	151
599746	91	483
36351	11	252
11485	26	249
299874	50	503
88308	37	1276
299903	39	495
129048	9	100
328826	12	513
433848	33	1769
23890	10	1772
385074	75	774
196474	81	4755
1142565	865	2573
1194594	1111	6980
total:11905167	5454	32952
