




0	79	21
0	39	61
0	35	65
0	95	5
0	26	74
0	75	25
0	48	52
0	83	17
0	69	31
0	75	25
0	61	39
0	89	11
0	61	39
0	93	7
0	65	35
0	68	32
0	94	6
0	59	41
0	67	33
0	59	41
0	83	17
0	86	14
0	32	68
0	57	43
0	47	53
0	50	50
0	92	8
0	78	22
0	23	77
0	81	19
0	87	13
0	61	39
0	80	20
0	91	9
0	96	4
0	73	27
0	93	7
0	48	52
0	36	64
0	51	49
0	39	61
68	0	32
0	93	7
0	74	26
0	88	12
96	0	4
0	93	7
0	28	72
0	24	76
0	20	80
0	38	62
51	0	49
0	62	38
0	58	42
0	29	71
0	50	50
0	91	9
0	97	3
48	0	52
0	70	30
0	86	14
0	72	28
0	62	38
0	89	11
0	95	5
0	25	75
0	91	9
0	66	34
0	79	21
0	89	11
0	4	96
3	0	97
11	51	38
0	91	9
0	93	7
