0	0	0
0	0	0
0	0	0
28319	12	42
39611	8	25
38617	3	5
285977	47	125
130991	38	112
1998412	1285	960
155975	79	217
135987	49	149
12741	42	148
1011603	43	51
213981	45	152
404859	148	689
58648	17	57
382621	274	702
294404	158	654
60707	32	142
7000	3	4
9121	12	30
6117	44	243
461904	164	392
199597	185	810
224791	81	371
71509	10	35
104930	13	54
57106	4	12
78104	28	101
265740	54	111
599845	174	301
36351	53	210
11485	71	204
299910	148	369
88321	217	1083
299930	111	396
129049	25	83
328843	90	418
433938	330	1382
23892	231	1549
385151	235	537
196582	848	3880
1143761	898	1344
1197035	2148	3502
total:11913465	8457	21651
