0	0	0
0	0	0
0	0	0
28319	23	31
39611	15	18
38617	3	5
285991	70	88
130996	68	77
1999653	651	353
155989	136	146
135994	86	105
12741	94	96
1011632	35	30
213992	78	108
404940	303	453
58648	34	40
382744	463	390
294481	407	328
60709	70	102
7000	4	3
9121	22	20
6117	134	153
461980	222	258
199648	389	555
224818	185	240
71509	19	26
104931	26	40
57106	7	9
78106	52	75
265755	83	67
599944	221	155
36353	115	146
11485	142	133
299963	257	207
88350	521	750
299970	200	267
129052	45	60
328885	197	269
434153	770	727
23903	825	944
385254	378	291
196858	2215	2237
1144492	779	732
1199069	2182	1434
total:11918879	12526	12168
