0	0	0
0	0	0
0	0	0
28319	3	51
39611	3	30
38617	3	5
285961	15	173
130988	9	144
1990757	2930	6970
155965	9	297
135981	12	192
12741	6	184
1011504	58	135
213972	11	195
404810	9	877
58648	4	70
382515	31	1051
294377	2	837
60707	5	169
7000	3	4
9121	3	39
6117	2	285
461814	37	609
199567	11	1014
224778	4	461
71509	2	43
104930	2	65
57106	2	14
78104	5	124
265725	14	166
599711	50	559
36351	4	259
11485	11	264
299866	20	541
88307	10	1304
299896	19	522
129048	4	105
328825	2	524
433842	4	1804
23890	1	1781
385058	24	841
196468	7	4835
1141849	707	3447
1193825	423	8437
total:11899665	4481	39427
