0	0	0
0	0	0
0	0	0
28319	9	45
39611	6	27
38617	3	5
285972	38	139
130990	28	123
1997426	1683	1548
155971	60	240
135985	37	163
12741	28	162
1011586	48	63
213978	34	166
404837	89	770
58648	12	62
382581	197	819
294388	68	760
60707	21	153
7000	3	4
9121	9	33
6117	25	262
461875	129	456
199583	118	891
224785	50	408
71509	8	37
104930	9	58
57106	3	13
78104	20	109
265735	43	127
599805	144	371
36351	34	229
11485	50	225
299893	103	431
88314	128	1179
299918	78	441
129048	19	90
328833	47	471
433886	174	1590
23890	98	1684
385116	171	636
196520	444	4346
1143363	918	1722
1196076	1890	4719
total:11910720	7076	25777
