0	0	0
0	0	0
0	0	0
28319	3	51
39611	3	30
38617	3	5
285960	11	178
130988	7	146
1988670	2905	9082
155965	4	302
135981	8	196
12741	4	186
1011482	56	159
213972	7	199
404809	5	882
58648	3	71
382511	17	1069
294377	1	838
60707	3	171
7000	3	4
9121	3	39
6117	1	286
461808	24	628
199567	5	1020
224778	2	463
71509	2	43
104930	2	65
57106	2	14
78104	4	125
265724	10	171
599700	34	586
36351	3	260
11485	7	268
299864	13	550
88307	5	1309
299894	13	530
129048	3	106
328825	1	525
433842	1	1807
23890	1	1781
385055	12	856
196468	1	4841
1141549	603	3851
1193654	214	8817
total:11897054	4009	42510
