0	0	0
0	0	0
0	0	0
28319	17	37
39611	11	22
38617	3	5
285983	58	108
130993	51	97
1999140	935	582
155981	104	186
135990	65	130
12741	63	127
1011618	39	40
213986	59	133
404893	222	581
58648	24	50
382675	364	558
294435	281	500
60708	47	126
7000	3	4
9121	16	26
6117	76	211
461939	197	324
199618	275	699
224802	131	310
71509	14	31
104930	19	48
57106	5	11
78105	38	90
265747	67	91
599892	200	228
36352	82	180
11485	100	175
299933	200	294
88332	346	943
299947	149	341
129050	34	73
328860	144	347
434025	539	1086
23896	467	1309
385197	306	420
196690	1442	3178
1144141	850	1012
1198058	2248	2379
total:11916190	10291	17092
